HJ8s_33_S1 HJ28s_17_S3 HJ35_22s_34 HJ100s_26_S5 HJ154s_28_S6 HJ170s_35_S7 HJ172s_31_S8 HJ183s_32_S9
Bradi1g03790.1 9 52 37 5 84 38 8 19
Bradi1g03800.3 1634 1342 125 810 2467 1170 858 986
Bradi1g03810.1 0 3 0 0 1 0 0 1
Bradi1g03820.2 1036 1195.59 186.004 857 3050.003 1556.504 984 1313.709
Bradi1g03827.1 538 397 18 291 1262 416 188 311
Bradi1g03840.1 1296 1146 817 1328 3754 2118 1414 2261
Bradi1g03850.1 344 322 161 386 784 613 300 470
Bradi1g03853.1 0 0 0 0 0 0 0 0
Bradi1g03856.1 6 3 0 0 3 3 0 2
Bradi1g03860.1 730 589 108 481 1135 708 481 720
Bradi1g03867.2 301 342 92 211 642 308 238 340
Bradi1g03880.1 255 119 40 113 308 194 131 211
Bradi1g03890.5 1018 1238 313 700 3201 1556 743 871
Bradi1g03900.1 118 150 36 128 283 271 215 291
Bradi1g03910.1 475 323 120 487 827 443 447 503
Bradi1g03920.1 528 534 58 347 1020 499 449 472
Bradi1g03925.1 0 0 0 0 0 0 0 0
Bradi1g03930.1 312 237 30 265 586 365 263 283
Bradi1g03940.1 713 498 95 735 1518 838 662 1036
Bradi1g03947.1 1913.719 1376 912.716 2367.999 4488.654 4077.614 2740 4496.877
Bradi1g03950.2 18 24 8 6 24 63 50 25
Bradi1g03951.2 35 17 18 14 25 13 3 23
Bradi1g03953.1 19 47 4 44 98 17 33 40
Bradi1g03955.1 7 0 0 9 6 7 5 2
Bradi1g03956.5 0 5 1 2 6 0 4 9
Bradi1g03957.1 0 2 0 1 2 0 3 1
Bradi1g03961.1 54 27 6 19 40 11 23 30
Bradi1g03965.2 328.281 452 113.284 245.001 871.346 471.386 215 246.123
Bradi1g03972.1 0 3 3 3 2 9 3 0
Bradi1g03980.1 62 112 45 124 202 222 234 185
Bradi1g03990.1 226 147 13 53 210 130 171 104
Bradi1g04000.5 1761 666 97 957 1919 898 623 1367
Bradi1g04010.1 23 54 10 38 133 29 17 29
Bradi1g04015.1 0 0 0 0 0 0 0 0
Bradi1g04020.1 0 0 0 0 0 3 0 0
Bradi1g04030.1 200 208 21 139 418 165 100 141
Bradi1g04040.1 0 0 1 0 0 3 0 0
Bradi1g04055.2 0 4 0 6 18 4 5 11
Bradi1g04060.3 428 206 30 151 620 344 327 241
Bradi1g04070.1 4004 4304 1380 2740 10498 6405 4709 4616
Bradi1g04080.1 747 584 67 419 1053 535 362 330.515
Bradi1g04090.1 381 436 87 252 881 367 231 366
Bradi1g04097.2 1007 925 122 630 1986 926 659 756
Bradi1g04110.1 2347 1774 508 2034 4793 3917 2544 2510
Bradi1g04120.7 793 561 68 379 962 544 345 475
Bradi1g04125.1 0 0 0 0 0 0 0 0
Bradi1g04130.1 1409 1265 552 1540 3898 2394 1532 2539
Bradi1g04140.1 4769 3870 670 3297 9208 3809 2367 3929
Bradi1g04150.1 1700 2310 514 1079 3106 1322 883 889
Bradi1g04160.1 521.362 667 173 475 1414.973 946.531 741 517
Bradi1g04170.1 5 23 0 2 11 11 2 0
Bradi1g04180.2 4379 3980 527 2605 8122 3698 2259 3293
Bradi1g04191.1 45.991 49.813 8.484 42.815 134.839 72.733 30.974 68.525
Bradi1g04200.1 423 371 97 219 1056 257 105 296
Bradi1g04210.4 721 439 43 474 1182 784 516 1127
Bradi1g04215.1 0 0 0 0 0 0 0 0
Bradi1g04220.5 8368.674 9096.116 1958.945 5808.913 20595.361 9629.223 5766.067 7546.475
Bradi1g04226.2 510.189 501.033 50.349 328.718 985.363 555.465 469.868 455.163
Bradi1g04232.1 309 429 135 199 1191 802 397 352
Bradi1g04240.2 822 1118 339 481 2114 975 531 596
Bradi1g04245.1 0 0 0 0 0 0 0 0
Bradi1g04250.1 548 520 145 255 1181 500 362 298
Bradi1g04261.2 0 0 0 0 0 0 0 0
Bradi1g04270.1 983 870 120 523 1330 812 531 514
Bradi1g04275.1 0 0 0 0 0 0 0 0
Bradi1g04280.3 39 42 13 12 94 32 49 37
Bradi1g04286.3 0 11 2 7 30.628 13 20 24
Bradi1g04287.1 0 0 0 0 0 0 0 0
Bradi1g04288.1 351 211 100 489 919.372 714.02 466 539.989
Bradi1g04290.1 0 0 0 0 2 0 0 1.011
Bradi1g04292.1 105 101 3 36 162 66 85 83
Bradi1g04300.1 1753 1272 260 1430 2957 1770 1288 2352
Bradi1g04310.1 491 361 65 312 1164 379 183 432
Bradi1g04320.1 236 233 111 161 501 246 176 156
Bradi1g04330.1 1999.484 1680 225 1171 3412.223 1438 1075.822 1580
Bradi1g04337.2 2673.516 1547 777 2529 4924.777 3962.998 2892.178 2860
Bradi1g04348.1 0 5 0 4 0 0 3 3
Bradi1g04370.1 0 0 0 0 0 0 0 0
Bradi1g04390.1 0 5 0 8 18 10 9 10
Bradi1g04397.2 507.003 314.998 65.005 243.031 697.663 281.566 258.633 364.982
Bradi1g04410.1 0 0 0 0 0 0 0 0
Bradi1g04420.1 0 0 0 0 0 0 0 0
Bradi1g04430.1 38 8 24 45 116 129 27 34
Bradi1g04440.1 710 671 103 506 1475 574 420.011 563
Bradi1g04450.1 10 3 0 0 0 0 0 6
Bradi1g04460.1 19 37 7 27 134 21 26 17
Bradi1g04470.1 0 0 0 3 5 0 0 1
Bradi1g04477.2 1263 1227 189 801 2824 1587 1143 1055
Bradi1g04490.1 0 0 0 0 0 0 0 0
Bradi1g04500.1 262 254 35 140 566 206 114 200
Bradi1g04503.1 0 0 5 1 10 2 0 2
Bradi1g04510.5 0 2 0 0 5 3 3 1
Bradi1g04520.1 1988 1802 377 1324 3714 2051 1196 1567
Bradi1g04527.1 134 88 16 95 234 179 129 132
Bradi1g04540.1 650 569 88 460 1117 518 359 532
Bradi1g04550.7 75 87 13 62 193 86 60 56
Bradi1g04561.1 0 0 5 0 25 4 12 0
Bradi1g04570.1 740.722 594.97 84.91 404.683 1235.236 694.078 472.85 472.134
Bradi1g04580.1 0 18 0 0 1 7 8 15
Bradi1g04590.1 352 264 48 235 818 306 188 269
Bradi1g04597.7 1366.003 688 55 428 1223.964 408.994 463 648
Bradi1g04603.1 26 3 0 3 16 0 0 0
Bradi1g04610.1 0 0 0 0 0 0 1 0
Bradi1g04620.1 823 1221 227 1068 3482 539 344 386
Bradi1g04630.1 204 20 41 166 333 259 66 126
Bradi1g04641.1 0 0 0 2 0 0 0 0
Bradi1g04650.2 0 0 0 0 2 0 0 0
Bradi1g04660.1 3078 2295 824.003 2032.578 6715.621 4609 3064.06 3229.582
Bradi1g04670.1 506 740 218 780 2116 958 716 1103
Bradi1g04677.2 11 6 0 8 18 5 9 6
Bradi1g04679.1 0 2 0 0 0 0 0 0
Bradi1g04683.2 88 61 0 44 156 56 51 32
Bradi1g04690.2 333 301 157 376 850 792 442 800
Bradi1g04700.1 14746 13205 4967 13909 36568 11973 6522 9222
Bradi1g04710.5 786 558 83 365 1298 618 396 492
Bradi1g04720.1 876 813 238 572 1640 1020 682 1044
Bradi1g04730.2 192 162 78 165 481 280 155 240
Bradi1g04740.1 349.001 502 219.002 334 1176 724 384.998 470.001
Bradi1g04750.2 788 778 199 575 2184 1011 649 852
Bradi1g04760.1 454 267 97 353 767 363 246 402
Bradi1g04780.1 1255 1521 238 869 3927 1040 490 466
Bradi1g04790.1 426 527 73 426 1262 421 267 434
Bradi1g04800.1 126 126 19 56 251 124 68 130
Bradi1g04810.1 368 256 123 380 830 377 226 423
Bradi1g04820.7 1006.743 1105.009 207.01 638 2923.5 1624.002 774 714.168
Bradi1g04830.1 1586 1184 175 1090 2645 1084 605 1165
Bradi1g04835.1 0 0 0 0 0 0 0 0
Bradi1g04840.1 297 219 45 281 699 295 241 280
Bradi1g04850.1 2186 1595.937 122 1588 4108 1606 1028 1598
Bradi1g04855.1 87 28 9 44 116 68 35 96
Bradi1g04860.4 3919 2773 473 3002 8467 3782 2288 3465
Bradi1g04870.1 1286 1164 195 1202.974 3700 1403 869 1256
Bradi1g04880.1 47 21 35 111 166 144 116 225
Bradi1g04890.1 0 1 0 5 20 0 2 9
Bradi1g04900.1 57 44 4 33.026 87 55 124 61
Bradi1g04903.1 0 2 0 0 0 0 0 0
Bradi1g04907.2 75 79 51 45 406 92 25 49
Bradi1g04917.2 629 542 62 361 1314 319 284 407
Bradi1g04930.1 1673 1863 640 1347 4849 2222 1777 2804
Bradi1g04935.1 0 0 0 0 0 0 0 0
Bradi1g04940.1 325 409 107 280.98 922 467.859 335 284
Bradi1g04950.3 10165.627 12022.765 2860.809 7277.583 29271.582 16412.424 11218.448 8799.137
Bradi1g04954.1 16 2 9 1 8 9 7 7
Bradi1g04957.1 143 147 20 189 751 216 161 182
Bradi1g04963.1 0 5 0 15 18 3 7.116 10
Bradi1g04970.2 98 80 12 13 54 36 58.884 76
Bradi1g04980.1 539 224 27 261 513 283 323 381
Bradi1g04990.1 133 100 29 160 561 119 117 121
Bradi1g05000.3 63 90 9 52 302 107 46 49
Bradi1g05010.1 18 20 12 15 89 19 29 23
Bradi1g05020.1 156 165 31 110 494 164 119 126
Bradi1g05030.1 5490 5444.997 865.045 3326 12372.037 6634.001 3668 3946.99
Bradi1g05037.1 150 140 23 146 431 196 139 170
Bradi1g05050.1 1070.421 930.842 101.605 645.492 1937.274 1065.656 735.013 967.064
Bradi1g05056.1 123 70 11 60 121 100 93 64
Bradi1g05062.1 0 0 0 1 9 0 0 0
Bradi1g05070.3 595 389 51 357 762 382 349 401
Bradi1g05080.1 298 401 81 113 1038 297 176 246
Bradi1g05090.1 41 79 24 90 187 62 60 99
Bradi1g05100.2 102 77 8 192 826 151 56 86
Bradi1g05110.3 1012 811 126 492 1792 876 511 741
Bradi1g05116.6 207 123 29 187 424 195 143 223
Bradi1g05122.2 3592 2650 239 1883 5040 2246 1641 2338
Bradi1g05130.4 374 331 25 246 612 283 215 269
Bradi1g05141.1 139 105 38.001 75 237 180 63 65
Bradi1g05150.2 770 767 276.999 419 1590 763 481 543
Bradi1g05156.2 72 56 28 117 204 157 129 148
Bradi1g05162.6 78 29 9 36 47 22 29 19
Bradi1g05170.2 1257 848 67 744 1723 804 605 826
Bradi1g05175.1 0 0 0 0 0 0 0 0
Bradi1g05180.1 1179 1366.999 230 627 2325 477.997 449 938.003
Bradi1g05190.1 0 2 0 1 9 0 3 2
Bradi1g05192.1 0 0 0 0 0 0 0 0
Bradi1g05195.1 0 0 0 0 0 0 0 0
Bradi1g05198.1 0 3 8 8 56 5 12 8
Bradi1g05202.1 0 0 0 0 0 0 0 2
Bradi1g05205.1 132 161 44 99 358.932 112 115 131
Bradi1g05208.1 0 0 0 0 0 0 0 0
Bradi1g05211.1 86.134 144.053 15 41.987 228.186 107 51 84.004
Bradi1g05214.1 99 25 4 17 35 28 24 35
Bradi1g05217.1 774.487 484.986 152.387 474.557 1055.607 611.036 377.128 619.794
Bradi1g05230.1 42 50 6 22 47 60 28 53
Bradi1g05240.1 1455 880 186 899 1770 1305 1031 1553
Bradi1g05251.1 253 180 30 90 422 177 103 133
Bradi1g05260.2 194 151.201 58 176.044 393.001 265 141 218.102
Bradi1g05270.1 0 0 0 0 0 0 0 0
Bradi1g05276.1 0 0 0 0 0 0 0 0
Bradi1g05290.1 0 0 0 0 0 0 0 0
Bradi1g05296.1 0 0 0 0 0 0 0 0
Bradi1g05301.2 0 2 0 0 12 0 0 1
Bradi1g05306.1 86.705 64.991 3.995 43.853 133.182 104.708 66.434 49.559
Bradi1g05310.3 11 28 3 21 32 27 12 35
Bradi1g05320.1 2199 1437 247 1141 3455 1621 997 1212
Bradi1g05325.2 0 0 0 0 2 0 0 0
Bradi1g05330.1 986 793 407 1026 1752 1903 1050 2100
Bradi1g05340.3 4317.569 4554.921 1241.985 2536.127 9709.338 5854.486 3795.608 3838.996
Bradi1g05346.1 442.877 395.957 138.246 197.967 1166.028 735.884 420.484 169.651
Bradi1g05360.1 448 404.603 53.064 260.126 887.38 415.468 215.906 312.076
Bradi1g05371.2 19 54 12 53 159 81 69 84
Bradi1g05380.1 0 9 2 6 10 6 3 10
Bradi1g05390.2 434 401 44 243 648 354 290 284
Bradi1g05397.1 0 0 0 0 0 3 0 0
Bradi1g05410.1 342 92 119 223.996 916 371 154 322
Bradi1g05420.2 1264 1113 139 642 1952 984 604 785
Bradi1g05430.4 751 501 93 394 1039 509 363 571
Bradi1g05441.1 0 0 0 0 0 0 0 0
Bradi1g05450.1 988 74 63 234 875 58 276 168
Bradi1g05460.1 28 68 18 8 36 71 51 67
Bradi1g05467.3 543 690 98 497 1140 587 498 382
Bradi1g05480.1 818 604.415 114 550.728 1170.345 822.449 536 609
Bradi1g05490.2 978 611.585 99 675.272 1565.655 708.551 481 787
Bradi1g05500.2 1207 731 308 1078 1630 1918 1350 1429
Bradi1g05510.1 2229.935 1754.018 488.462 1818.452 4092.968 3066 2257.009 2934.457
Bradi1g05520.7 142 71 34 95 206 145 86 147
Bradi1g05530.1 0 0 0 0 0 0 2 0
Bradi1g05540.1 28 14 0 25 17 8 86 12
Bradi1g05550.1 306 482 91 324 1138 288 160 232
Bradi1g05560.1 1274 1109 206 717 2593 622 460 1009
Bradi1g05570.1 19 4 0 8 18 5 3 4
Bradi1g05580.1 581 761 132 573 1916 969 549 723
Bradi1g05590.5 199 221 27 119 400 200 134 167
Bradi1g05595.1 0 0 0 0 0 0 0 0
Bradi1g05600.1 25 35 8 20 86 28 29 72
Bradi1g05610.1 175 104 46 221 389 272 187 300
Bradi1g05620.2 422 339 103 321 1098 368 250 312
Bradi1g05630.1 418 251 37 145 480 220 139 227
Bradi1g05640.3 0 0 0 0 1 0 0 0
Bradi1g05650.1 1601 977 233 1365 2622 1783 1399 1494
Bradi1g05660.1 1534 947 137 962 2254 933 847 1267
Bradi1g05670.1 5963.955 5288.012 1730.803 3743.208 11130.48 6856.971 5339.941 4838.595
Bradi1g05680.10 1377 938 313 935 2929 1456 1000 1188
Bradi1g05690.1 30 31 11 38 99 70 14 23
Bradi1g05700.1 0 20 8 8 38 25.999 3 22
Bradi1g05703.1 21 0 0 4 0 0 0 3.356
Bradi1g05707.1 316.734 165.126 5.452 115.139 394.541 153.605 119.505 98.11
Bradi1g05711.1 0 0 0 0 0 0 0 0
Bradi1g05715.1 0 0 0 0 8.85 0 11.972 0
Bradi1g05719.1 0 0 0 0 0 0 0 0
Bradi1g05728.1 21.06 0 0 0 2.899 0 1.462 4.522
Bradi1g05735.1 0 0 0 0 0 0 0 0
Bradi1g05739.1 0 3.928 1 3.73 10.043 17.361 10.916 0
Bradi1g05740.1 344.421 456.822 43.718 441.398 1050.641 300.218 286.628 277.427
Bradi1g05742.1 2 26.072 0 23.27 106.957 27.639 11.084 26
Bradi1g05743.3 0 0 0 0 0 0 0 0
Bradi1g05746.2 23 13.11 0 8.657 35.845 22.728 8.851 11.746
Bradi1g05747.1 0 0 0 0 0 0 0 0
Bradi1g05749.1 0 0 0 0 0 0 0 0
Bradi1g05750.1 0 0 0 0 0 0 0 0
Bradi1g05751.1 0 0 0.84 9.244 12.645 12.897 1.155 0
Bradi1g05752.1 379.511 234.989 3.87 155.629 496.24 210.611 94.779 91.133
Bradi1g05753.1 0 1.89 0 13.343 31.155 23.272 4.149 14.254
Bradi1g05755.1 6.15 43.142 0 22.743 16.307 46.193 7.508 15.82
Bradi1g05756.1 496.429 417.726 53.714 203.51 980.502 388.49 225.035 183.693
Bradi1g05757.1 470.947 559.59 27.575 331.613 1236.307 577.477 336.931 390.409
Bradi1g05758.2 253 158.674 12 175.028 447.362 264.679 138.421 162.416
Bradi1g05760.1 0 4 0 0 7.027 0 0 6.495
Bradi1g05761.1 1551.617 1263.824 74.897 1444.44 3859.194 2010.512 1350.589 1957.48
Bradi1g05762.1 13 8 1 6.833 19.333 5.135 1 5.976
Bradi1g05763.1 1185.036 996.752 143.015 1000.513 2883.063 1485.965 835.889 1364.963
Bradi1g05764.1 21.212 35 0 49 112.497 47.039 40 20.189
Bradi1g05765.1 0 0 0 0 0 0 0 0
Bradi1g05766.1 0 24.331 0 28.974 45.116 24.322 9.579 17.963
Bradi1g05767.1 3538.392 4877.013 316.913 2921.538 10183.227 5029.879 3014.633 3729.217
Bradi1g05768.1 0 1.412 0 0 0 0 1.403 0
Bradi1g05769.2 2624.937 3504.24 149.928 3167.576 9613.774 5083.811 2835.893 4071.548
Bradi1g05772.1 2545 2668 215 2586 7708 4002 2376 3584
Bradi1g05774.1 1662.168 1388.338 170.273 1470.926 4121.231 2100.085 1389.092 2188.233
Bradi1g05775.1 20 38 1 31 93 116 25 37
Bradi1g05776.1 1287.595 1075.648 59.284 1212.447 2825.802 2079.304 1267.021 1544.856
Bradi1g05778.1 626.257 723 76 954.266 2337.83 1363 1000 1271
Bradi1g05781.1 0 0 0 0 0 0 0 0
Bradi1g05782.1 0 3.537 0 2.384 21.087 9.599 22.255 3.528
Bradi1g05783.1 151.858 222.843 23.761 113.214 425.129 220.59 105.354 107.99
Bradi1g05784.1 0 10.153 0 0 8.791 15.827 9.843 8.789
Bradi1g05788.1 49.708 18.059 0 18.775 64.119 56.485 18.211 7.788
Bradi1g05789.1 0 0 0 0 0 0 0 0
Bradi1g05790.2 36.726 0 0 0 0 0 0 0
Bradi1g05791.1 0 0 0 0 1 0 0 1
Bradi1g05792.2 267.003 225.205 25.746 352.753 630.181 445.883 333.983 408.619
Bradi1g05794.1 101.743 0 0 2.734 2.17 0 0 0
Bradi1g05795.1 0 0 0 0 0 0 0 0
Bradi1g05796.1 631.583 724.529 44.06 758.551 1805.901 1284.922 858.285 1048.723
Bradi1g05797.1 0 1 0 0.5 3 2 2 1.5
Bradi1g05801.1 3029.954 4530.949 720.433 3432.806 11592.872 6908.115 3183.401 3378.042
Bradi1g05804.1 890.903 808.838 64.822 578.349 2082.943 1504.461 836.272 973.03
Bradi1g05807.1 47.019 0 0 39.945 57.587 30.754 43.722 21.866
Bradi1g05808.1 0 0 0 0 0 0 0 0
Bradi1g05809.1 0 0 0 0 0 0 12.723 0
Bradi1g05810.1 263 357 85 163 598 360 294 311
Bradi1g05811.1 0 0 0 0 0 0 0 0
Bradi1g05812.1 0 0 0 0 0 0 0 0
Bradi1g05813.2 27 13 8 4 13 14.001 12 21
Bradi1g05814.1 0 0 0 0 0 0 0 1
Bradi1g05815.1 0 0 0 0 0 0 1.384 0
Bradi1g05816.1 0 0 0 0 0 0 0 0
Bradi1g05817.1 17 57 58 41 164 147 56 66
Bradi1g05818.1 5144.729 5322.317 904.755 4951.048 13805.424 7055.521 3976.109 3406.118
Bradi1g05819.1 0 0 0 0 0 0 0 0
Bradi1g05821.1 937.087 681.166 72.081 989.627 2100.118 1146.624 977.661 1379.78
Bradi1g05822.1 22.815 44.319 25.59 0 107.577 94.514 82.21 60.703
Bradi1g05823.1 0 0 0 2 6 0 0 0
Bradi1g05824.1 135 135.53 1.562 121.176 418.684 103.736 146.443 138.167
Bradi1g05825.1 1612.335 2184.318 169.911 1222.827 4852.948 2442.459 1152.396 1040.609
Bradi1g05826.1 0 0 0 0 0 0 0 0
Bradi1g05827.1 5 2 4 11 25 20 21 64
Bradi1g05828.1 0 0 0 0 0 0 0 0
Bradi1g05829.1 194.271 385.208 81.59 354.177 972.982 768.861 497.491 462.73
Bradi1g05831.1 0 0 8 4 9 4 4 8
Bradi1g05837.1 106 80 41 69 246 293 144 179
Bradi1g05850.1 299 295 113 280 1024 827 435 645
Bradi1g05860.1 12 4 0 5 8 5 3 4
Bradi1g05870.1 25 65 5 11 120 68 23 28
Bradi1g05880.1 50 84 17 30 161 133 104 121
Bradi1g05890.1 69 52 4 25 67 28 25 38
Bradi1g05895.1 12 15 4 18 45 11 17 18
Bradi1g05900.1 0 0 0 0 6 0 0 0
Bradi1g05910.1 0 0 0 2 0 0 0 1
Bradi1g05920.1 328 175 14 125 365 189 125 201
Bradi1g05930.2 0 0 0 0 0 0 0 0
Bradi1g05941.1 0 3 0 1 0 0 1 0
Bradi1g05950.4 3494 2213 335 1915 5375 2215 1628 2405
Bradi1g05960.3 0 3 0 0 4 0 3 3
Bradi1g05970.4 3437 2889 289 1726 5894 3024 2045 2313
Bradi1g05980.3 699.758 1130.01 426.051 687.942 2577.371 1593.207 919.139 1123.733
Bradi1g05983.1 0 0 0 0 0 0 0 0
Bradi1g05987.1 0 0 0 0 0 0 0 0
Bradi1g05990.1 0 0 0 0 0 0 0 0
Bradi1g06002.1 0 0 0 0 0 0 0 0
Bradi1g06010.1 0 0 0 0 0 0 0 0
Bradi1g06020.1 0 1 0 0 2 1 0 0
Bradi1g06030.1 187.985 559.913 40 162.006 869.458 169.01 186 240
Bradi1g06036.2 640 628 142 436 1464 620 370 553
Bradi1g06050.1 110 63 36 175 643 114 66 143
Bradi1g06060.1 206 173 22 157 359 237 142 151
Bradi1g06070.1 909 899.993 138.998 728.001 2102.98 870.018 715.004 783.996
Bradi1g06080.1 2713 1726 355 1661 4052 2375 1883 2653
Bradi1g06090.1 3551.982 4616.817 678.071 2386.984 9121.739 3718.89 2213.076 3143.984
Bradi1g06095.1 12 3 0 0 11 5 8 4
Bradi1g06100.1 649 272 59 447 694 398 203 486.034
Bradi1g06110.1 763.273 673.862 64.297 437.823 1472.754 619.423 342.678 704.968
Bradi1g06122.2 141 119 46 79 334 147 89 90
Bradi1g06130.1 0 0 0 0 0 0 0 0
Bradi1g06140.1 0 0 0 0 0 0 0 0
Bradi1g06150.1 0 5 0 0 0 0 0 0
Bradi1g06160.4 91.708 44.891 29.291 180.303 183.564 76.551 63.971 68.563
Bradi1g06177.1 0 20.766 18.242 13.924 32.022 33.27 58.043 45.08
Bradi1g06190.1 71 53.2 19.78 49 466.362 54 40 34
Bradi1g06200.1 848.292 631.343 162.467 664.773 1241.414 925.179 1328.986 964.358
Bradi1g06210.2 0 4.8 6.22 0 25.638 0 0 0
Bradi1g06220.5 4719.742 5285.779 941.477 2571.561 12816.149 7442.857 4151.406 3307.775
Bradi1g06222.1 0 0 0 0 0 2 0 0
Bradi1g06225.1 0 0 0 0 0 0 0 0
Bradi1g06230.1 41 53 13 35 158 96 106 80
Bradi1g06235.2 834 460 56 369.996 1086 469.999 391 477
Bradi1g06241.1 5 0 3 2 20 6 0 11
Bradi1g06250.1 857 704 149 842 2065 1546 937 1040
Bradi1g06260.1 52 125 20 23 99 60 32 23
Bradi1g06270.1 28 25 0 9 35 44 8 29
Bradi1g06280.4 228 244 20 84 208 125 42 32
Bradi1g06290.1 1839.597 1006.842 501.208 1783.183 3646.136 2017.37 1212.955 2884.747
Bradi1g06300.4 313.004 445 121 654.004 2600 407.011 207 394
Bradi1g06310.2 1206 544 97 692 1364 720 574 1030
Bradi1g06320.1 257 227 53 234 508 303 207 258
Bradi1g06330.1 58 40 29 43 91 82 64 73
Bradi1g06340.1 2899 3112 486 1926.995 7597 2391 1416 1911
Bradi1g06350.1 259 293 39 199 725 418 268 292
Bradi1g06360.1 560 326 127 310 980 570 263 385
Bradi1g06366.1 4266.612 4357.208 1130.705 2913.269 11582.085 7159.65 4379.338 3916.778
Bradi1g06372.1 197 161 57 249 1275 344 187 155
Bradi1g06376.1 0 0 0 0 0 0 0 0
Bradi1g06380.1 986 511 47 471 1257 511 322 691
Bradi1g06387.4 2019 1180 124 1166 2972 1301 891 1524
Bradi1g06400.1 19 34.001 2 28 106 53 30 37
Bradi1g06410.2 33 36 18 48 88 78 51 32
Bradi1g06420.1 262 180 125 420 755.075 398 376 525
Bradi1g06422.1 0 0 0 0 0 0 0 0
Bradi1g06425.1 13 0 0 4 2 0 0 0
Bradi1g06430.1 10904.004 6467.02 3172 8283 15962.709 7138.485 4511.035 5090.005
Bradi1g06440.3 370 325 49 259 1002.851 435 270 273.002
Bradi1g06452.1 1463 2250 715 1037 5287 1736 1340 999
Bradi1g06460.1 40 54 12 69 147 112 76 83
Bradi1g06470.3 609 425 55 294 902 382 223 350
Bradi1g06480.1 1473 1049 76 1001 2251 917 741 980
Bradi1g06490.2 370 406 217 569 1378.398 733 310 564
Bradi1g06495.3 0 22 3 11 52 13 12 15
Bradi1g06511.1 859 964 204 644 2531 1063 712 706
Bradi1g06520.5 3147 3199 786 1904 8245.001 4344 2501 2770
Bradi1g06530.3 449 405 19 294 658 519 313 424
Bradi1g06540.1 2028 1623 328 1096 3691 1684 1168 1260
Bradi1g06550.13 226 190 71 168 546 264 214.368 278
Bradi1g06560.1 1087.317 564.387 259.798 953.471 1835.041 1095.255 622.626 1475.008
Bradi1g06570.3 459 324 35 259 660 251 175 251
Bradi1g06580.1 1794 1574 145 879 3114 1284 943 1112
Bradi1g06590.1 500 272 67 185 548 298 220 256
Bradi1g06601.1 9 0 0 2 13 6 3 3
Bradi1g06610.1 24 31 21 63 89 53 62 54
Bradi1g06615.1 6 3 0 0 4 0 0 0
Bradi1g06620.16 471 389 44 453 1199 329 230 406
Bradi1g06630.2 1235 1305 232 909 3227 1449 893 1225
Bradi1g06637.1 0 8 0 6 34 18 10 13
Bradi1g06639.1 43 6 3 5 21 58 24 22
Bradi1g06640.1 563 434 112 368 1061 466 358 454
Bradi1g06650.6 8 28 3 39 82 44 33 29
Bradi1g06660.1 116 34 8 35 185 43 22 23
Bradi1g06665.1 34 51 6 39 63 44 16 18
Bradi1g06670.1 1045 524 75 507 876 450 283 474
Bradi1g06677.1 129 144 16 53 190 175 102 256
Bradi1g06684.1 54 84 35 54 125 141 72 233
Bradi1g06691.2 194 168 88 145 394 255 205 397
Bradi1g06696.1 65 61 12 41 208 5 14 35
Bradi1g06700.1 1034 1089 142 951 3000 1078 736 967
Bradi1g06710.1 0 0 0 0 0 0 0 0
Bradi1g06720.1 0 0 0 0 0 0 0 0
Bradi1g06730.1 4 5 8 9 11 11 2 14
Bradi1g06740.1 0 0 0 0 0 0 0 0
Bradi1g06750.1 522 307 170 298 895 430 314 519
Bradi1g06760.1 27 89 16 30 198 56 65 32
Bradi1g06766.3 25 27 0 6 30 19 23 21
Bradi1g06772.1 622 576 143 409 1368 1114 818 1116
Bradi1g06780.1 259 202 42 178 615 305 176 239
Bradi1g06790.1 38 99 18 80 281 97 22 96
Bradi1g06800.1 5673.625 4850.408 1201.016 3756.98 12461.661 5553.904 2891.192 5998.642
Bradi1g06810.1 982 767.668 140 587 1751 1075.978 700 947.297
Bradi1g06821.2 3299 3731 592 2135 10858 3661 1873 2671
Bradi1g06830.1 154 278 40 166 654 356 175 211
Bradi1g06840.1 47 20 12 33 99 75 48 63
Bradi1g06851.3 3609.235 1777.802 622.734 1691.736 4407.773 1932.418 1827.786 2536.797
Bradi1g06861.3 4.988 12.264 0 20.307 6.69 16.414 68.561 32.004
Bradi1g06864.1 0 0 0 0 0 0 0 0
Bradi1g06870.3 11529.768 10046.489 2037.724 7919.281 21343.593 11602.192 9244.468 11372.81
Bradi1g06880.3 0 0 0 0 0 0 0 0
Bradi1g06884.1 0 0 1 0 7 7 7 7
Bradi1g06890.1 7477 8626 4015 8574 24652 7333 4161 6686
Bradi1g06900.1 382 372 19 120 475 318 188 212
Bradi1g06902.1 0 0 0 0 0 0 0 0
Bradi1g06904.1 38 38 17 36 392 96 17 9
Bradi1g06907.8 793 513 27 439 1052 663 457 538
Bradi1g06917.1 568 643 107 494 1340 646 532 552
Bradi1g06930.1 627 665 155 597 1805 891 591 743
Bradi1g06945.1 175 120 22 87 229 138 113 144
Bradi1g06960.1 128 87 6 71 177 80 38 106
Bradi1g06970.1 553 423 128 266 1001 426 165 308
Bradi1g06980.4 44 31 9 39 288 46 24 65
Bradi1g06990.1 11 46 29 23 162 76 48 59
Bradi1g06997.2 98.391 17.376 2.706 26.795 106.031 73.433 42.721 64.302
Bradi1g06999.1 0 0 0 0 0 0 0 0
